"Table S2.Detailed statistic information of the training, test and true external sets in the Rat-QSTR models  ",,,,,,,,,,,,,
Rat-QSTR Model,Compound Information,,,,Rat-QSTR Model-Descriptor Value,,,,,Predicted Activity by  Rat-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATSC7i,CATS2D_08_DL,ChiA_X,F06[C-N],P_VSA_charge_10,Predicted endpoint,Residual,HAT i/i (h*=0.3529),
,678,6423800,True external,-,-0.0390042085370128,0,0.99734632935807,0,5.24342809458423,1.5411,-,0.0296,Good
,679,6423801,True external,-,-0.0128037295281322,0,0.997265284697893,0,14.3644461598097,2.1575,-,0.0415,Good
,680,6423802,True external,-,-0.0042100651195749,0,0.997704209953786,0,4.5923848830442,1.3701,-,0.0368,Good
,681,6423803,True external,-,0.0711940493495715,0,0.997783375127794,0,4.5923848830442,1.2983,-,0.045,Good
,682,6423804,True external,-,0.0285068810481169,0,0.997926383184065,0,4.5923848830442,1.2838,-,0.045,Good
,683,6423805,True external,-,0.0272989113710988,0,0.997991183709563,0,4.5923848830442,1.2655,-,0.0472,Good
,684,6423806,True external,-,-0.093672639599638,0,0.997094866583405,0,0,1.2998,-,0.0412,Good
,685,6423807,True external,-,-0.00670355213689496,0,0.997202464117353,0,0,1.2122,-,0.0407,Good
,686,6423813,True external,-,-0.157672216083769,0,0.997548027467969,0,0,1.2079,-,0.0519,Good
,687,6423815,True external,-,-0.072221082018313,0,0.997483455655666,0,0,1.1719,-,0.0434,Good
,688,6423817,True external,-,-0.173685858696911,0,0.997445861945801,0,0,1.2482,-,0.0525,Good
,689,6423818,True external,-,-0.0592954559523772,0,0.997460892718773,0,5.24342809458423,1.5205,-,0.0312,Good
,690,6423819,True external,-,-0.20351806575488,0,0.997510067080783,0,23.4854642250352,2.8178,-,0.1184,Good
,691,6423820,True external,-,-0.10456493146127,0,0.996069904874663,0,0,1.6079,-,0.0638,Good
,692,6423821,True external,-,-0.167276929262493,0,0.995765857630584,0,0,1.7375,-,0.0852,Good
,693,6423828,True external,-,-0.0232428787513631,0,0.997763071693925,0,4.5923848830442,1.3651,-,0.0378,Good
,694,6423829,True external,-,-0.0302074246916338,0,0.997563436489308,0,0,1.1213,-,0.0443,Good
,695,6423830,True external,-,0.0604696202905961,0,0.998052056930485,0,0,0.9194,-,0.0646,Good
,696,6423831,True external,-,-0.00536490953163067,0,0.997529365110293,0,0,1.1154,-,0.0444,Good
,697,6423832,True external,-,0.00319410502315692,0,0.997828836006015,0,0,1.0219,-,0.0519,Good
,698,6423833,True external,-,-0.120175180993782,0,0.997185106634654,0,0,1.2904,-,0.0434,Good
,699,6423834,True external,-,-0.0371006707216329,0,0.997395397626501,0,0,1.1751,-,0.0416,Good
,700,6423835,True external,-,-0.0333890448530065,0,0.997482217705618,0,0,1.1472,-,0.0428,Good
,701,6423840,True external,-,0.00850381456820908,0,0.996822733549626,0,0,1.314,-,0.043,Good
,702,6423843,True external,-,-0.000232912444719955,0,0.997688760909629,0,0,1.0652,-,0.048,Good
,703,6423844,True external,-,0.015458009419742,0,0.997619180692815,0,4.5923848830442,1.3824,-,0.0359,Good
,704,6423845,True external,-,0.0261837819187639,0,0.998052056930485,0,4.5923848830442,1.2484,-,0.0494,Good
,705,6423846,True external,-,-0.322948077383039,0,0.996550214528406,0,0,1.6074,-,0.0917,Good
,706,6423847,True external,-,0.0251518644604126,0,0.998109349373706,0,4.5923848830442,1.2322,-,0.0516,Good
,707,6423848,True external,-,-0.152159912252965,0,0.996756157429972,0,0,1.437,-,0.049,Good
,708,6423849,True external,-,0.014739821867715,0,0.997704209953786,0,0,1.0511,-,0.0492,Good
,709,6423853,True external,-,-0.0264991238269843,0,0.995956206335888,0,0,1.591,-,0.0673,Good
,710,6423854,True external,-,-0.0761057409451912,0,0.996978661246741,0,0,1.3226,-,0.0407,Good
,711,6423856,True external,-,-0.0365936722444404,0,0.997244291853788,0,0,1.2192,-,0.0402,Good
,712,6423857,True external,-,-0.221969546527543,0,0.996821207143999,0,0,1.4628,-,0.06,Good
,713,6423858,True external,-,-0.0830734192956281,0,0.997205125161131,0,0,1.2606,-,0.0409,Good
,714,6452193,True external,-,-0.179722031459114,0,0.997838038805887,0,19.6716259552569,2.4513,-,0.092,Good
,715,6452991,True external,-,-0.202599167565364,5,0.9966353342521,0,1.55073395989728,2.1478,-,0.1104,Good
,716,6481347,True external,-,-0.336473790527287,0,0.998106714549324,0,37.9136620857078,3.6922,-,0.3478,Moderate
,717,6481348,True external,-,-0.109931740767975,0,0.997649635023958,0,25.1851210623069,2.8301,-,0.1192,Good
,718,6481349,True external,-,-0.213670589690773,2,0.997774387315052,0,9.83581297762843,2.0504,-,0.0597,Good
,719,6610700,True external,-,-0.0774433177855955,0,0.99708383966002,0,20.9737123783369,2.694,-,0.0784,Good
,720,6612430,True external,-,-0.138769230945054,4,0.996111280984973,0,0,2.0491,-,0.0832,Good
,721,8868302,True external,-,-0.140171432446814,0,0.996438002735842,6,10.4868561891685,2.6782,-,0.1847,Good
,722,9809359,True external,-,0.0422471235310518,0,0.997368354518255,5,28.7856320877649,3.4344,-,0.1935,Good
,723,9851621,True external,-,0.0317483294378717,0,0.997543871007142,6,28.7856320877649,3.4654,-,0.2309,Good
,724,9871871,True external,-,0.145721023718024,0,0.99728875286189,5,28.7856320877649,3.3911,-,0.2059,Good
,725,9872605,True external,-,0.039599954747131,0,0.997368354518255,5,28.7856320877649,3.4361,-,0.1934,Good
,726,9872651,True external,-,0.0237793421655039,0,0.997935426404371,5,34.0290601823491,3.63,-,0.2505,Good
,727,9873218,True external,-,0.373263545744004,0,0.996982648372464,2,10.4868561891685,1.8845,-,0.1347,Good
,728,9894136,True external,-,0.0516268873656094,0,0.997589290380687,5,28.7856320877649,3.3634,-,0.195,Good
,729,9894922,True external,-,0.0744509390312097,0,0.99789916474218,6,28.7856320877649,3.3335,-,0.2383,Good
,730,9895172,True external,-,-0.0482129358133873,0,0.997383123326648,6,28.7856320877649,3.5641,-,0.2308,Good
,731,9904141,True external,-,0.0401597722849767,2,0.997267573557179,0,5.24342809458423,1.729,-,0.0344,Good
,732,9938599,True external,-,0.0611218949876111,0,0.997543871007142,8,28.7856320877649,3.5981,-,0.3352,Good
,733,9940349,True external,-,-0.294791472198225,0,0.99539584733047,0,0,1.9283,-,0.1357,Good
,734,9959594,True external,-,0.0144721675667043,0,0.997163242680092,5,28.7856320877649,3.5125,-,0.1934,Good
,735,9959875,True external,-,-0.0426132066968291,0,0.997197444354433,5,28.7856320877649,3.5392,-,0.1937,Good
,736,9960000,True external,-,-0.0419271538446635,0,0.997135165340087,5,28.7856320877649,3.557,-,0.1942,Good
,737,9960568,True external,-,-0.0228687365768952,0,0.997383123326648,8,28.7856320877649,3.6994,-,0.3329,Moderate
,738,9960772,True external,-,-0.252541503135679,4,0.997552797249851,2,20.9737123783369,3.252,-,0.1348,Good
,739,10000686,True external,-,-0.469926106589016,4,0.994538336775257,0,0,2.7243,-,0.2593,Good
,740,10000703,True external,-,-0.160612349348743,0,0.996496510685604,0,33.3780169708091,3.7488,-,0.2259,Good
,741,10000814,True external,-,-0.221003915164525,10,0.995975057762361,0,8.42900304532428,3.3524,-,0.4245,Good
,742,10000986,True external,-,-0.308329521965103,2,0.996619613215661,1,0,1.8691,-,0.0736,Good
,743,10002873,True external,-,-0.129096802128526,8,0.996766270845729,2,9.83581297762843,3.0907,-,0.2411,Good
,744,10004535,True external,-,-0.274214026971797,0,0.996460532752035,4,10.4868561891685,2.6063,-,0.129,Good
,745,10004823,True external,-,-0.145953088610128,0,0.996856990478167,0,30.192442020069,3.4207,-,0.175,Good
,746,10010734,True external,-,-0.0778231969578081,0,0.996498420474115,3,17.8359886257377,2.8839,-,0.0852,Good
,747,10017330,True external,-,-0.110674774240726,0,0.995998044299498,0,10.4868561891685,2.3336,-,0.0619,Good
,748,10017560,True external,-,-0.0319739156275616,0,0.995740097246473,0,34.0290601823491,3.9317,-,0.2565,Good
,749,10018920,True external,-,-0.290144438370684,12,0.997943790056424,0,0,2.4712,-,0.7046,Good
,750,10020127,True external,-,-0.376372973816967,6,0.996845168199962,0,0,2.2023,-,0.197,Good
,751,10020498,True external,-,-0.165150915419441,2,0.997590418933894,15,51.2662455403493,5.9785,-,1.1783,Good
,752,10021221,True external,-,0.0046511469510877,3,0.99586756129674,4,13.6724311399085,3.1373,-,0.1035,Good
,753,10021329,True external,-,-0.163203047982442,10,0.996889254511937,0,0,2.4835,-,0.4302,Good
,754,10022405,True external,-,0.107528516898903,8,0.995053121634246,0,10.4868561891685,3.3335,-,0.3325,Good
,755,10022535,True external,-,0.0911655817730247,0,0.997401311082003,0,10.4868561891685,1.7915,-,0.0407,Good
,756,10023643,True external,-,-0.0460972889869463,7,0.99567268607503,0,8.42900304532428,3.005,-,0.2136,Good
,757,10025969,True external,-,-0.271753085296842,2,0.997631441406464,1,5.24342809458423,1.8987,-,0.0613,Good
,758,10027670,True external,-,-0.234546921331738,0,0.996804459542883,10,36.4388555942562,4.6686,-,0.5827,Good
,759,10027822,True external,-,0.0995502954520564,5,0.997145599635829,1,8.00017564810927,2.3101,-,0.1118,Good
,760,10028817,True external,-,-0.172567028526956,4,0.995274585775094,0,6.3711499014801,2.7423,-,0.1159,Good
,761,10029019,True external,-,-0.0164845100048148,11,0.993549672932858,0,11.6145779960643,4.2538,-,0.6694,Good
,762,10029233,True external,-,-0.233015371842349,0,0.99717441898133,2,32.9152296979504,3.717,-,0.2131,Good
,763,10030318,True external,-,-0.145379173589062,10,0.996066164361348,0,10.4868561891685,3.4144,-,0.424,Good
,764,10030862,True external,-,-0.374581025306097,0,0.997427211194598,2,18.4870318372777,2.7699,-,0.136,Good
,765,10031460,True external,-,-0.0717595123572884,2,0.997837370020769,4,15.7302842837527,2.6376,-,0.0847,Good
,766,10033569,True external,-,-0.0572280371786859,0,0.996609581728905,3,17.8359886257377,2.838,-,0.0808,Good
,767,10039681,True external,-,-0.175167070989186,1,0.994390187727854,0,5.24342809458423,2.6049,-,0.1766,Good
,768,10041733,True external,-,-0.0182674355803714,0,0.997915206197823,4,18.3695395321768,2.5409,-,0.1044,Good
,769,10041984,True external,-,-0.00348095790326539,0,0.993955093131732,2,0,2.3155,-,0.2697,Good
,770,10042859,True external,-,-0.0361328601428105,0,0.994385611283487,7,5.24342809458423,2.9395,-,0.4081,Good
,771,10043096,True external,-,-0.180561308461722,1,0.995401859324358,0,5.24342809458423,2.3112,-,0.0879,Good
,772,10043107,True external,-,-0.193239070316255,2,0.99615792130867,0,13.6724311399085,2.7683,-,0.0659,Good
,773,10043572,True external,-,-0.194683681311168,2,0.996563692925032,0,5.24342809458423,2.0869,-,0.0411,Good
,774,10043580,True external,-,-0.0488955282529393,0,0.995638528720262,7,5.24342809458423,2.5797,-,0.2878,Good
,775,10044669,True external,-,0.0155023321229288,1,0.99482554146769,3,0,2.2313,-,0.1741,Good
,776,10045131,True external,-,-0.305468875567958,0,0.996938686154678,3,20.3226691667969,3.0673,-,0.1343,Good
,777,10045890,True external,-,-0.0759991518016871,2,0.997269826240601,0,20.9737123783369,2.8541,-,0.0807,Moderate
,778,10046628,True external,-,-0.168199807975121,0,0.997128227839614,2,15.0792410722127,2.4971,-,0.059,Moderate
,779,10046821,True external,-,-0.143489070440177,0,0.996696278911656,0,10.4868561891685,2.1496,-,0.0425,Moderate
,780,10047223,True external,-,0.113853806762681,0,0.995131044719227,3,4.5923848830442,2.2773,-,0.1644,Moderate
,781,10048103,True external,-,-0.0426460243104148,3,0.995746057338084,0,18.9158592344927,3.2506,-,0.1088,Moderate
,782,10048547,True external,-,-0.0807127650883136,1,0.996534681656585,0,38.8336620095717,4.1586,-,0.2882,Moderate
,783,10049170,True external,-,-0.164238188766093,0,0.997371287141285,2,5.24342809458423,1.766,-,0.0499,Moderate
,784,10050223,True external,-,-0.231450340017717,4,0.995583434095058,0,6.3711499014801,2.6895,-,0.1076,Good
,785,10050891,True external,-,-0.107173976615593,0,0.997477347081483,2,20.3226691667969,2.7057,-,0.0757,Good
,786,10051686,True external,-,-0.099063203600282,0,0.997459348475556,2,25.5660972613811,3.0561,-,0.112,Good
,787,10051898,True external,-,-0.0303988739228,0,0.997591974893237,3,0,1.3405,-,0.0799,Good
,788,10054148,True external,-,-0.108377608388898,0,0.99721077259358,0,20.9737123783369,2.6766,-,0.081,Good
,789,10055267,True external,-,-0.175864016630761,8,0.998015855581198,0,10.4868561891685,2.6457,-,0.3232,Good
,790,10056995,True external,-,-0.101678776659533,6,0.997578484458985,6,20.9737123783369,3.6662,-,0.2458,Good
,791,10060853,True external,-,-0.254660383626214,2,0.995867673516434,0,0,1.9796,-,0.0808,Good
,792,10064085,True external,-,0.0921290795417132,0,0.997618670449435,0,20.9737123783369,2.4277,-,0.0865,Good
,793,10066200,True external,-,-0.0346603505585696,0,0.99767952283264,0,47.0844079863613,4.2361,-,0.4277,Good
,794,10067986,True external,-,-0.200164889870758,3,0.997074453902398,0,32.0937711633872,3.8423,-,0.2226,Good
,795,10068691,True external,-,-0.0924455772586088,2,0.997166080967301,1,0,1.5696,-,0.0373,Good
,796,10069211,True external,-,-0.107286784566973,0,0.99519333481015,0,0,1.8671,-,0.1174,Good
,797,10069388,True external,-,-0.0511165522858063,2,0.996065847706473,2,0,1.942,-,0.061,Good
,798,10071226,True external,-,-0.147942493682846,0,0.99787859607802,0,10.4868561891685,1.8053,-,0.0506,Good
,799,10071581,True external,-,-0.0816706719952999,0,0.994572967047778,0,10.4868561891685,2.7335,-,0.1702,Good
,800,10072214,True external,-,-0.217646211839557,8,0.998408972122582,2,9.83581297762843,2.6653,-,0.3264,Good
,801,10072718,True external,-,-0.215683135889567,0,0.996781694676915,2,10.4868561891685,2.3227,-,0.0611,Good
,802,10074132,True external,-,-0.230101877457825,0,0.997446717684295,0,0,1.2843,-,0.0632,Good
,803,10074374,True external,-,0.0299788020161386,2,0.998253221428181,2,20.3226691667969,2.6052,-,0.0953,Good
,804,10075407,True external,-,-0.0217118415562801,0,0.996305632737447,6,15.7302842837527,2.9912,-,0.1866,Good
,805,10075791,True external,-,-0.183522076547379,8,0.996824016572789,0,0,2.3,-,0.2716,Good
,806,10075832,True external,-,-0.0524456706632427,0,0.997802060416099,3,0,1.293,-,0.0844,Good
,807,10077528,True external,-,-0.153959931134629,10,0.99536093135728,0,7.00121306331835,3.3942,-,0.4311,Good
,808,10088356,True external,-,-0.303086305429082,2,0.996885392278552,15,30.8765508647589,4.912,-,0.9964,Good
,809,10089765,True external,-,-0.0137717120717755,0,0.995920155789882,0,23.5422039931806,3.1664,-,0.1301,Good
,810,10090426,True external,-,-0.0978952857035751,0,0.995803951124293,0,15.7302842837527,2.7327,-,0.0887,Good
,811,10090750,True external,-,-0.148836703620481,6,0.997366889356438,2,9.83581297762843,2.7113,-,0.1425,Good
,812,10091963,True external,-,-0.0480159589968361,2,0.996799039434894,9,34.866562400848,4.5849,-,0.4253,Good
,813,10092333,True external,-,0.0977672491081,0,0.995832088534776,3,23.5422039931806,3.3479,-,0.1549,Good
,814,10092969,True external,-,-0.299614534246508,6,0.995755708947833,0,13.6724311399085,3.3864,-,0.2009,Good
,815,10093851,True external,-,0.114320729365524,0,0.996297498766273,7,10.4868561891685,2.6314,-,0.2513,Good
,816,10094049,True external,-,-0.186132737827239,0,0.996672067970339,4,10.4868561891685,2.4874,-,0.1023,Good
,817,10094984,True external,-,0.052758393227595,0,0.994941850248333,0,23.5422039931806,3.4109,-,0.2062,Good
,818,10097909,True external,-,-0.239233671589782,0,0.997691583904688,0,4.5923848830442,1.5251,-,0.0606,Good
,819,10098327,True external,-,0.153194440250393,0,0.996155266672173,11,10.4868561891685,2.9514,-,0.582,Good
,820,10098795,True external,-,-0.0328611585092753,8,0.997093931553,0,10.4868561891685,2.8244,-,0.2785,Good
,821,10099019,True external,-,-0.132599777192282,0,0.997020597997688,0,20.9737123783369,2.7481,-,0.0845,Good
,822,10099514,True external,-,-0.21304582130229,4,0.995979393265406,8,0,2.7421,-,0.3228,Good
,823,10100891,True external,-,0.148627218924241,0,0.998048849450598,4,39.3432519105137,3.7956,-,0.3072,Good
,824,10108393,True external,-,-0.238732395282259,10,0.998367235477077,0,0,2.098,-,0.5265,Good
,825,10109048,True external,-,-0.068693103347757,0,0.995706436329701,0,5.13347733228232,2.0345,-,0.0709,Good
,826,10109556,True external,-,-0.00417222685775842,0,0.997081312715526,1,5.24342809458423,1.6723,-,0.0299,Good
,827,10109587,True external,-,0.0260082928543215,0,0.994535884965108,7,30.2741775178038,4.5278,-,0.4648,Good
,828,10109825,True external,-,-0.124034721381074,0,0.994999638243512,0,5.13347733228232,2.2777,-,0.1264,Good
,829,10110588,True external,-,-0.11220509846531,0,0.998137390658418,4,10.4868561891685,2.0095,-,0.1013,Good
,830,10113159,True external,-,-0.278866706807528,6,0.996705119210829,0,10.4868561891685,2.8813,-,0.1705,Good
,831,10114360,True external,-,-0.121896113464184,2,0.997711746481489,2,9.83581297762843,2.1613,-,0.0416,Good
,832,10114394,True external,-,0.173854869244062,1,0.997904832982048,0,15.0792410722127,2.0051,-,0.0784,Good
,833,10116208,True external,-,0.0331608076933554,1,0.995148447828089,11,22.5440688821603,4.2379,-,0.6118,Good
,834,10116209,True external,-,-0.0644895236665655,0,0.995599096792711,12,15.9346594824195,3.6947,-,0.6941,Good
,835,10116836,True external,-,-0.802579216054664,0,0.996592988535057,4,10.4868561891685,2.9075,-,0.4433,Good
,836,10117583,True external,-,-0.15913134906857,0,0.997247766583415,0,22.5244463382342,2.802,-,0.0997,Good
,837,10118533,True external,-,-0.174224228615344,6,0.995677077681014,0,10.4868561891685,3.1159,-,0.1699,Good
,838,10120390,True external,-,-0.137617452357098,0,0.996658648752139,6,0,1.9111,-,0.2098,Good
,839,10122509,True external,-,0.00952014697657772,3,0.99602143108284,9,10.4868561891685,3.2552,-,0.3406,Good
,840,10122651,True external,-,-0.0652553456245311,13,0.995937498081373,3,5.24342809458423,3.6013,-,0.6785,Good
,841,10122902,True external,-,0.0409885340343959,1,0.996921505077467,4,34.9287509307063,4.0089,-,0.223,Good
,842,10123476,True external,-,0.0341603939271489,0,0.996658164726498,22,9.18476976608839,3.6272,-,2.1888,Good
,843,10127387,True external,-,-0.15634429039405,0,0.997841012125368,2,15.0792410722127,2.2802,-,0.0652,Good
,844,10129209,True external,-,-0.131346222235955,8,0.996042236072699,15,2.105704341985,3.7738,-,1.0388,Good
,845,10131842,True external,-,0.210068371846337,0,0.996782144021262,0,10.4868561891685,1.8968,-,0.0683,Good
,846,10132113,True external,-,-0.0143877561852853,0,0.995014849055215,3,5.24342809458423,2.4375,-,0.1592,Good
,847,10132157,True external,-,-0.00126720695870295,0,0.995014849055215,0,0,1.8512,-,0.1318,Good
,848,10132245,True external,-,0.0631145984808634,0,0.996782144021261,0,10.4868561891685,1.9914,-,0.039,Good
,849,10133725,True external,-,-0.337523357354095,8,0.996225684565877,0,0,2.5749,-,0.2933,Good
,850,10133743,True external,-,-0.14699780917447,0,0.99548607871772,0,0,1.8067,-,0.0996,Good
,851,10133931,True external,-,-0.129404766101298,0,0.996106914013054,4,0,1.9162,-,0.1366,Good
,852,10134242,True external,-,-0.447222120518967,6,0.995782182000219,0,8.42900304532428,3.1233,-,0.2324,Good
,853,10135193,True external,-,-0.0864657079376975,1,0.996613958050331,4,5.24342809458423,2.1978,-,0.0802,Good
,854,10136464,True external,-,-0.0614291172387351,0,0.994995138805286,2,9.83581297762843,2.7046,-,0.1384,Good
