"Table S1.Detailed statistic information of the training, test and true external sets in the Mouse-QSTR models  ",,,,,,,,,,,,,,
Mouse-QSTR Model,Compound Information,,,,Mouse-QSTR Model-Descriptor Value,,,,,,Predicted Activity by  Mouse-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATS3p,F10[C-O],minHBint3,P_VSA_charge_10,P_VSA_charge_14,SM1_Dzm,Predicted endpoint,Residual,HAT i/i (h*=0.4375),
,182,301232,True external,-,1.62346698854245,8,0,16.0003513,0,4.186546366,3.9032,-,0.3364,Moderate
,183,301402,True external,-,1.61126411168163,16,0,22.77309388,0,2.619483335,3.2564,-,0.181,Good
,184,301403,True external,-,1.73504986818604,0,0,0,0,2.405952534,2.4052,-,0.088,Good
,185,301404,True external,-,1.75520761063414,0,0,6.371149901,1.819748946,2.619483335,2.7477,-,0.0646,Good
,186,301405,True external,-,1.7704853884186,0,0,19.95947401,14.38266095,3.118014493,3.2163,-,0.2694,Good
,187,301406,True external,-,1.76781983340909,0,0,6.371149901,14.38266095,2.619483335,2.2847,-,0.1041,Good
,188,302440,True external,-,1.57121095303239,0,0,0,14.38266095,0.997062316,1.4016,-,0.1225,Good
,189,305636,True external,-,2.1786738875862,0,0.20699356941147,0,0,4.267160088,2.8404,-,0.2506,Good
,190,316221,True external,-,1.54826850917304,0,0,0,14.38266095,0.997062316,1.4255,-,0.1147,Good
,191,336110,True external,-,1.23709584243686,4,0,4.592384883,14.38266095,1.282062673,1.981,-,0.0547,Good
,192,337880,True external,-,1.63789440062003,0,0,6.371149901,14.38266095,1.388828074,1.8443,-,0.1251,Good
,193,347511,True external,-,1.32530272713469,8,0,0,28.7653219,1.994124633,1.3321,-,0.1834,Good
,194,347519,True external,-,1.14786613546945,20,0,9.184769766,28.7653219,2.492655791,1.8092,-,0.274,Good
,195,347522,True external,-,1.16766603414322,12,0,0,28.7653219,1.994124633,1.3578,-,0.2008,Good
,196,350238,True external,-,1.34526329976525,4,0,0,14.38266095,0.997062316,1.4983,-,0.0701,Good
,197,350574,True external,-,1.92775322451203,0,0.224514083824898,0,0,2.944790553,2.485,-,0.117,Good
,198,359019,True external,-,1.75958707718557,0,0,0,14.38266095,0.997062316,1.2059,-,0.2133,Good
,199,363360,True external,-,1.71533007771636,12,0,2.327920156,28.7653219,2.421625168,1.1087,-,0.2867,Good
,200,378586,True external,-,1.83582008490439,0,0,0,14.38266095,1.638093653,1.4264,-,0.1597,Good
,201,382985,True external,-,1.63179925865896,8,0,0,35.52782498,2.635155969,1.0712,-,0.3537,Good
,202,391002,True external,-,1.70907117868843,4,0,0,0,2.120952177,2.1608,-,0.0885,Good
,203,399394,True external,-,1.8436286240229,0,0,0,14.38266095,1.800747262,1.4943,-,0.1452,Good
,204,399395,True external,-,1.77819258811888,6,0,5.243428095,14.38266095,1.388828074,1.4331,-,0.1931,Good
,205,403970,True external,-,2.34682780332865,0,0,0,14.38266095,5.605202257,2.7504,-,0.4431,Good
,206,409915,True external,-,1.28967324354249,4,0,10.48685619,0,2.405952534,3.2711,-,0.1854,Good
,207,413761,True external,-,1.57560969194805,0,0,0,0,2.192421733,2.4711,-,0.1019,Good
,208,415981,True external,-,1.59336089654245,4,3.00197713086757,10.48685619,0,2.192421733,3.2308,-,0.3044,Good
,209,437399,True external,-,1.42760418464379,4,0,0,0,2.405952534,2.5866,-,0.1809,Good
,210,437400,True external,-,1.35957785393527,0,0,0,0,1.907421376,2.5623,-,0.1493,Good
,211,438019,True external,-,1.67836574857578,0,0,6.371149901,14.38266095,1.495593475,1.8521,-,0.129,Good
,212,438027,True external,-,1.59247986837823,20,0,20.79934776,14.38266095,2.243390212,2.345,-,0.2615,Good
,213,470404,True external,-,1.69027753790428,0,0,8.429003045,14.38266095,1.495593475,1.946,-,0.1486,Good
,214,518750,True external,-,1.3256751028518,0,0,0,14.38266095,0.997062316,1.6568,-,0.0763,Good
,215,520132,True external,-,1.14513594351239,16,0,0,28.7653219,1.994124633,1.2431,-,0.2436,Good
,216,520281,True external,-,1.64487873082704,0,0,0,21.57399143,1.495593475,1.3007,-,0.1946,Good
,217,520638,True external,-,1.47912674147256,12,0,15.73028428,21.57399143,1.495593475,1.8703,-,0.2312,Good
,218,520689,True external,-,1.71009492078682,0,0,0,28.7653219,1.994124633,1.2085,-,0.319,Good
,219,526520,True external,-,1.08420057964635,4,0,0,14.38266095,0.997062316,1.7696,-,0.0871,Good
,220,540173,True external,-,1.50648565318583,0,0,0,14.38266095,1.388828074,1.6521,-,0.0759,Good
,221,540670,True external,-,1.58237520128813,0,0,3.185574951,21.57399143,2.136624811,1.8297,-,0.1544,Good
,222,586027,True external,-,1.62350811330612,0,0,0,14.38266095,1.495593475,1.5804,-,0.093,Good
,223,590776,True external,-,1.22675474024479,2,3.15347444141626,11.771102,23.96624991,2.836007181,3.2088,-,0.6718,Good
,224,590783,True external,-,1.31314443598339,0,0,4.592384883,14.38266095,0.997062316,1.9068,-,0.0816,Good
,225,595872,True external,-,1.34064825189055,3,0,0,14.38266095,1.818661882,1.9218,-,0.0682,Good
,226,596028,True external,-,1.24581789516569,1,0,0,14.38266095,1.246327895,1.8218,-,0.0739,Good
,227,605806,True external,-,1.65056964823529,0,0,0,14.38266095,0.997062316,1.3192,-,0.1549,Good
,228,607564,True external,-,1.73089873653458,0,0,0,14.38266095,1.658247084,1.5448,-,0.1132,Good
,229,610205,True external,-,1.34756487886313,4,0,0,21.57399143,1.495593475,1.4715,-,0.1071,Good
,230,610228,True external,-,1.61599556663636,0,0,23.54220399,14.38266095,1.495593475,2.803,-,0.3564,Good
,231,610231,True external,-,1.17850065843471,6,0,0,21.57399143,1.495593475,1.5781,-,0.1094,Good
,232,613072,True external,-,1.54943020245063,0,0,0,14.38266095,0.997062316,1.4243,-,0.1151,Good
,233,613594,True external,-,1.6548874424074,0,0,3.185574951,14.38266095,1.887359232,1.8954,-,0.083,Good
,234,614114,True external,-,1.74744688255982,0,0,0,21.57399143,1.638093653,1.2607,-,0.2245,Good
,235,615877,True external,-,1.24422434151836,0,0,0,29.90169303,3.203796154,2.2175,-,0.4511,Good
,236,616675,True external,-,1.49221315025641,0,0,6.371149901,14.38266095,2.468218208,2.5004,-,0.1104,Good
,237,617078,True external,-,1.41907012287135,0,0,3.185574951,21.57399143,2.136624811,1.9994,-,0.1534,Good
,238,617214,True external,-,1.5128771264618,0,0,3.185574951,14.38266095,1.887359232,2.0429,-,0.0703,Good
,239,617267,True external,-,1.66623854427051,0,0,0,21.57399143,1.495593475,1.2785,-,0.2035,Good
,240,618721,True external,-,1.66744630265624,0,0,10.2850313,14.38266095,1.495593475,2.0655,-,0.157,Good
,241,619986,True external,-,1.81983867604673,0,0,0,14.38266095,0.997062316,1.1433,-,0.2526,Good
,242,621872,True external,-,1.52236136742428,0,0,0,14.38266095,1.495593475,1.6855,-,0.0739,Good
,243,624194,True external,-,1.58744835078873,0,0,8.319052283,14.38266095,1.744859054,2.1637,-,0.1005,Good
,244,625237,True external,-,1.64472665609627,0,0,0,14.38266095,1.139562495,1.3919,-,0.1336,Good
,245,625821,True external,-,1.74548034881411,0,0,0,14.38266095,0.997062316,1.2205,-,0.2049,Good
,246,627580,True external,-,1.75579021039362,0,0,0,14.38266095,0.997062316,1.2098,-,0.211,Good
,247,627582,True external,-,1.75579021039362,0,0,0,14.38266095,0.997062316,1.2098,-,0.211,Good
,248,627583,True external,-,1.75579021039362,0,0,0,14.38266095,0.997062316,1.2098,-,0.211,Good
,249,629557,True external,-,1.17070180106921,24,0,0,28.7653219,2.243390212,1.0569,-,0.4228,Good
,250,629824,True external,-,1.61992111894804,2,0,10.48685619,0,1.622421019,2.6306,-,0.0435,Good
,251,631432,True external,-,1.69998524740215,0,0,0,14.38266095,0.997062316,1.2678,-,0.1794,Good
,252,631667,True external,-,1.7550493340261,3,0,5.243428095,14.38266095,1.246327895,1.4941,-,0.1868,Good
,253,633077,True external,-,1.74922519960836,0,0,10.48685619,0,2.944790553,3.1836,-,0.1059,Good
,254,634543,True external,-,1.86089296357701,4,0,2.756747554,28.7653219,2.38589039,1.2391,-,0.3412,Good
,255,640619,True external,-,1.70429981032829,0,0,2.756747554,14.38266095,1.638093653,1.7053,-,0.1093,Good
,256,650478,True external,-,1.75373254045537,4,0,0,0,2.120952177,2.1144,-,0.0898,Good
,257,660046,True external,-,1.55624691307546,0,3.15837294477712,23.54220399,14.38266095,0.997062316,3.0267,-,0.4309,Good
,258,736307,True external,-,1.59052913970111,0,0,5.243428095,14.38266095,1.246327895,1.7687,-,0.1168,Good
,259,745880,True external,-,1.60968065255683,7,0,3.185574951,14.38266095,1.638093653,1.5841,-,0.0876,Good
,260,838557,True external,-,1.27434935578028,0,0,0,14.38266095,1.246327895,1.8267,-,0.0774,Good
,261,846589,True external,-,1.85344016782608,0,0,0,14.38266095,1.907421376,1.534,-,0.1391,Good
,262,878340,True external,-,1.52090198921583,0,0,16.85800609,14.38266095,1.495593475,2.5569,-,0.1992,Good
,263,900054,True external,-,1.67685417097981,0,0,3.185574951,14.38266095,1.246327895,1.5728,-,0.1405,Good
,264,1017569,True external,-,1.48605556486359,5,0,10.48685619,0,2.049921554,2.866,-,0.0595,Good
,265,1023799,True external,-,1.7321032166761,6,0,2.756747554,0,1.780593832,2.051,-,0.0928,Good
,266,1026564,True external,-,1.52237342474323,6,0,19.60787425,14.38266095,2.005882626,2.7287,-,0.1448,Good
,267,1034761,True external,-,1.48959917226324,16,0,2.756747554,14.38266095,2.136624811,1.6091,-,0.1714,Good
,268,1040650,True external,-,1.80296941649056,0,0,10.48685619,0,2.48208546,2.9114,-,0.0645,Good
,269,1042613,True external,-,1.61804662180786,3,0,23.54220399,0,1.139562495,3.0459,-,0.1933,Good
,270,1046981,True external,-,1.34520907355714,8,0,10.48685619,0,1.622421019,2.7089,-,0.0789,Good
,271,1050418,True external,-,1.54500406001649,10,0.31211360540141,20.97371238,0,1.780593832,3.0863,-,0.0905,Good
,272,1070861,True external,-,1.5602052581504,4,0.493683221548853,10.48685619,0,1.943247441,2.8353,-,0.0417,Good
,273,1072480,True external,-,1.56975651487519,9,2.88691359518852,39.27248828,7.191330476,1.887359232,4.1536,-,0.3666,Moderate
,274,1072481,True external,-,1.47936840899769,4,0,15.73028428,7.191330476,1.388828074,2.6114,-,0.0735,Good
,275,1072485,True external,-,1.45400225474068,4,0,15.73028428,7.191330476,1.388828074,2.6378,-,0.0705,Good
,276,1076662,True external,-,1.58234130179952,3,0.404081861451121,10.48685619,0,2.405952534,3.052,-,0.0706,Good
,277,1077192,True external,-,1.77871550194554,0,0,6.371149901,1.819748946,3.479147776,3.1253,-,0.1646,Good
,278,1098909,True external,-,1.5085640815849,12,0,20.97371238,0,2.904483692,3.5417,-,0.1623,Good
,279,1099234,True external,-,1.70646515964764,12,0,0,28.7653219,2.243390212,0.9145,-,0.3055,Moderate
,280,1106874,True external,-,1.61641755834028,4,0,31.46056857,0,2.120952177,3.8806,-,0.2706,Good
,281,1112352,True external,-,1.35963131246514,12,0,0,0,1.780593832,2.0886,-,0.2331,Good
,282,1113512,True external,-,1.54134143073509,7,0,13.24360374,14.38266095,2.27912499,2.4739,-,0.0707,Good
,283,1113683,True external,-,1.61308899857999,12,2.63937632048434,0,0,1.424562852,1.9886,-,0.4233,Good
,284,1117002,True external,-,1.53103223284626,12,0,10.48685619,0,2.405952534,2.744,-,0.1242,Good
,285,1118988,True external,-,1.6243058970309,16,0,2.756747554,14.38266095,3.458994346,2.0875,-,0.2129,Good
,286,1128204,True external,-,1.49718964622094,4,0,10.48685619,0,0.890296916,2.3467,-,0.0715,Good
,287,1160387,True external,-,1.59360907899232,2,0,4.288273972,0,1.068531872,2.0791,-,0.0672,Good
,288,1160444,True external,-,1.74109088922641,6,0,4.288273972,0,2.192421733,2.3132,-,0.074,Good
,289,1187314,True external,-,1.53868572994933,2,0,15.73028428,14.38266095,1.246327895,2.2946,-,0.1844,Good
,290,1187330,True external,-,1.70145642374799,6,0,43.86487316,7.191330476,2.156778242,4.1224,-,0.682,Moderate
,291,1188219,True external,-,1.59240733070042,5,2.82967771397161,15.73028428,7.191330476,1.531328252,2.8797,-,0.182,Good
,292,1209089,True external,-,1.57574841896419,6,0,0,0.909874473,1.495593475,1.9053,-,0.1001,Good
,293,1211820,True external,-,1.65018801432792,4,0,10.48685619,0,0.641031337,2.0712,-,0.1539,Good
,294,1218923,True external,-,1.49613478994204,4,0,0,14.38266095,1.246327895,1.4581,-,0.0789,Good
,295,1218942,True external,-,1.6904313119133,4,-0.663243345,11.84525743,0,1.871686598,2.592,-,0.0865,Good
,296,1234824,True external,-,1.78376690285438,4,0,0,28.7653219,2.136624811,1.0604,-,0.3147,Good
,297,1238651,True external,-,1.69731400393366,4,0,10.48685619,14.38266095,2.980616618,2.6011,-,0.094,Good
,298,1248746,True external,-,1.6284449093628,18,0,5.942322504,14.38266095,3.458994346,2.1785,-,0.2196,Good
,299,1255708,True external,-,1.36874723045222,4,0.487572875974217,10.48685619,0,1.282062673,2.7243,-,0.0484,Good
,300,1289455,True external,-,1.62727721681882,5,0,20.97371238,14.38266095,1.495593475,2.4861,-,0.2492,Good
,301,1351733,True external,-,1.6374952415653,8,0,10.48685619,14.38266095,2.405952534,2.2565,-,0.0656,Good
,302,1368450,True external,-,1.5788185385046,12,0,10.48685619,14.38266095,2.619483335,2.2792,-,0.0793,Good
,303,1368670,True external,-,1.53222270108804,4,3.32814650735772,10.48685619,0,2.405952534,3.435,-,0.4301,Good
,304,1377550,True external,-,1.69539889167194,10,0,5.513495107,0,2.192421733,2.2858,-,0.1148,Good
,305,1379517,True external,-,1.34514843749692,2,0,17.01453009,24.32147932,2.468218208,2.7775,-,0.3202,Good
,306,1380471,True external,-,1.58408741894992,2,0,5.513495107,0,2.192421733,2.6777,-,0.0625,Good
,307,1380529,True external,-,1.70405955530157,0,0,5.243428095,0,1.622421019,2.3416,-,0.0503,Good
,308,1401084,True external,-,1.6933714814157,8,0,0,14.38266095,1.388828074,1.1816,-,0.1732,Good
,309,1520997,True external,-,1.60422160521663,10,0,27.30877884,0,2.405952534,3.6051,-,0.1669,Good
,310,1548030,True external,-,1.64849193368069,12,0,10.48685619,14.38266095,2.405952534,2.1069,-,0.0936,Good
,311,1619164,True external,-,1.72477222655208,12,0,13.20365867,14.38266095,3.371669582,2.6194,-,0.1125,Good
,312,1623044,True external,-,1.64716064936903,16,0,12.28623769,15.49968462,3.87020074,2.7077,-,0.1923,Good
,313,1634822,True external,-,1.2434277394246,8,0,0,14.38266095,1.282062673,1.5993,-,0.0784,Good
,314,1641045,True external,-,1.66143079278979,8,0,20.97371238,0,1.622421019,2.9214,-,0.1282,Good
,315,1648865,True external,-,1.65419602436366,14,0,11.02699021,0,3.189484049,2.9413,-,0.19,Good
,316,1714942,True external,-,1.60780021381064,12,0,28.72889232,14.38266095,2.856530123,3.3012,-,0.2548,Good
,317,1719703,True external,-,1.72418402698838,4,0,20.97371238,0,2.944790553,3.6127,-,0.1331,Good
,318,1738594,True external,-,1.70361706570958,10,0,0,14.38266095,2.817963009,1.7702,-,0.1121,Good
,319,1869367,True external,-,1.74325075091778,12,0,10.48685619,14.38266095,3.443321712,2.4935,-,0.1133,Good
,320,1898724,True external,-,2.03354087626264,0,3.19451962654806,11.771102,14.38266095,3.546108672,3.1198,-,0.4758,Good
,321,1899734,True external,-,1.66711379339943,8,0,0,14.38266095,1.388828074,1.2089,-,0.1601,Good
,322,2024830,True external,-,1.69173277452091,12,0,20.97371238,0,1.622421019,2.7518,-,0.1801,Good
,323,2054598,True external,-,1.60182711843368,0,0,9.835812978,0,1.622421019,2.6848,-,0.048,Good
,324,2127702,True external,-,1.5006952546477,8,2.81235796013121,28.72889232,0,3.14153048,4.5505,-,0.389,Moderate
,325,2165757,True external,-,1.5026596629169,14,0,5.513495107,14.38266095,2.777656148,2.1066,-,0.1209,Good
,326,2189771,True external,-,1.65419602436366,10,0,11.02699021,0,3.189484049,3.0794,-,0.1427,Good
,327,2195342,True external,-,1.76293562742322,6,0,5.513495107,0,3.22979091,2.8388,-,0.1285,Good
,328,2227627,True external,-,1.23572529904392,0,0,16.36348688,24.32147932,2.468218208,2.9266,-,0.3903,Good
,329,2232593,True external,-,1.32639406620097,4,0,16.36348688,24.32147932,2.468218208,2.6943,-,0.2709,Good
,330,2245412,True external,-,1.65547336781073,12,2.60336352408426,5.513495107,0,2.904483692,2.9166,-,0.4041,Good
,331,2245536,True external,-,1.65756014640841,12,2.38132232831377,5.513495107,0,2.904483692,2.8867,-,0.3663,Good
,332,2259863,True external,-,1.28618571427912,4,0,10.48685619,0,1.622421019,2.9083,-,0.0862,Good
,333,2259864,True external,-,1.38835141704376,0,0,10.48685619,0,1.622421019,2.9403,-,0.0781,Good
,334,2302730,True external,-,1.89654713298561,0,0,9.184769766,0,4.267160088,3.5817,-,0.2861,Good
,335,2302731,True external,-,1.32947626629803,4,0,10.48685619,0,1.622421019,2.8633,-,0.0723,Good
,336,2302732,True external,-,2.4450058396875,0,0,10.48685619,0,5.021149493,3.4315,-,0.303,Good
,337,2306092,True external,-,2.01178200458304,0,0.204820452336472,4.592384883,0,4.267160088,3.2505,-,0.2607,Good
,338,2311516,True external,-,1.63219881952326,16,0,16.0003513,14.38266095,3.40301485,2.7365,-,0.153,Good
,339,2326127,True external,-,2.23124472794097,0,0,0,14.38266095,1.90241632,1.1391,-,0.3999,Good
,340,2342124,True external,-,1.50175427355944,8,2.97544734949827,15.1426965,0,2.690952891,3.658,-,0.3538,Good
,341,2379358,True external,-,1.66575752436637,14,0,20.97371238,14.38266095,2.619483335,2.6609,-,0.1677,Good
,342,2379368,True external,-,1.66164983149313,14,0,10.48685619,14.38266095,3.118014493,2.3572,-,0.1143,Good
,343,2379395,True external,-,1.6409880897278,14,0,20.97371238,14.38266095,2.619483335,2.6867,-,0.1613,Good
,344,2427342,True external,-,1.64092462115496,8,0,5.243428095,7.191330476,2.120952177,2.1066,-,0.0503,Good
,345,2477762,True external,-,1.58746372381064,10,0,10.48685619,14.38266095,2.904483692,2.4725,-,0.0764,Good
,346,2490383,True external,-,1.511227418765,10,0,16.85800609,14.38266095,2.904483692,2.8805,-,0.1095,Good
,347,2538590,True external,-,1.61459529871893,16,0,21.38449806,14.38266095,2.619483335,2.6662,-,0.1778,Good
,348,2649366,True external,-,1.54853594498013,14,0,27.34486228,14.38266095,2.619483335,3.1115,-,0.226,Good
,349,2747933,True external,-,1.71386582958658,0,0,0,14.38266095,1.495593475,1.4865,-,0.1218,Good
,350,2747934,True external,-,1.67384439494748,0,0,0,14.38266095,1.495593475,1.5281,-,0.1076,Good
,351,2748002,True external,-,1.82306065881188,8,0,10.48685619,28.7653219,2.492655791,1.5891,-,0.3593,Good
,352,2751931,True external,-,1.72951676203389,0,0,9.127897455,28.7653219,2.38589039,1.8425,-,0.3826,Good
,353,2752047,True external,-,1.67030345774213,0,0,0,14.38266095,0.997062316,1.2986,-,0.1643,Good
,354,2752912,True external,-,1.80753730945054,8,0,0,28.7653219,1.994124633,0.831,-,0.3616,Moderate
,355,2768817,True external,-,1.61872254586299,0,0,19.78732133,14.38266095,1.282062673,2.5066,-,0.3035,Good
,356,2772130,True external,-,1.19114498429175,0,2.61298834419294,9.184769766,14.38266095,1.282062673,2.7304,-,0.3089,Good
,357,2774890,True external,-,1.64211790026316,4,0,10.48685619,14.38266095,3.443321712,2.8748,-,0.1462,Good
,358,2774891,True external,-,2.00155798,4,0,18.11813241,14.38266095,6.088060781,4.1318,-,0.6693,Moderate
,359,2774892,True external,-,2.02739732465892,4,0,18.11813241,14.38266095,6.088060781,4.1049,-,0.6539,Moderate
,360,2778236,True external,-,2.48567704838657,4,0,19.67162596,0,5.742368192,4.0623,-,0.4224,Moderate
,361,2796568,True external,-,1.78146319228139,3,0.240019625317526,0,14.38266095,2.711197609,1.9111,-,0.0871,Good
,362,2798845,True external,-,1.61767327955721,8,0,10.48685619,15.51903207,5.11121753,3.5014,-,0.5001,Good
,363,2798846,True external,-,1.76866623273552,8,0,19.67162596,0,3.321785256,3.5374,-,0.1311,Good
,364,2827662,True external,-,1.83303941742322,6,0,5.513495107,0,3.606785613,2.9422,-,0.1621,Good
,365,2829698,True external,-,1.63509726920932,12,0,20.97371238,0,2.619483335,3.2769,-,0.123,Good
,366,2829799,True external,-,2.24748059106191,0,0,9.835812978,0,5.021149493,3.6031,-,0.3267,Good
,367,2829870,True external,-,1.31701171602387,12,0,10.48685619,14.38266095,2.619483335,2.5512,-,0.1079,Good
,368,2831288,True external,-,1.49252329487393,3,0,0,0,1.622421019,2.1873,-,0.0842,Good
,369,2831290,True external,-,1.48476269109097,4,0,19.67162596,0,2.120952177,3.409,-,0.1042,Good
,370,2831291,True external,-,1.26620679917696,12,0,10.48685619,14.38266095,2.619483335,2.604,-,0.1242,Good
,371,2831292,True external,-,1.17046759219323,18,0,10.48685619,14.38266095,2.619483335,2.4964,-,0.2151,Good
,372,2831638,True external,-,1.76990965730668,16,0,13.58832411,15.49968462,3.87020074,2.6474,-,0.1816,Good
,373,2831675,True external,-,2.00780910127493,12,0,10.48685619,14.38266095,3.931660184,2.4469,-,0.165,Good
,374,2831680,True external,-,1.70589290593422,18,0,5.942322504,14.38266095,3.835989048,2.2743,-,0.2457,Good
,375,2832539,True external,-,1.57747497683415,8,0,20.97371238,0,2.904483692,3.6082,-,0.1373,Good
,376,2832801,True external,-,1.95243748491037,2,0,5.513495107,0,4.857503018,3.5411,-,0.4015,Good
,377,2832973,True external,-,1.66481255297729,6,0,5.513495107,0,1.907421376,2.3224,-,0.0634,Good
,378,2832997,True external,-,1.81070724251292,2,0,5.513495107,0,3.158138781,2.8938,-,0.1087,Good
,379,2833524,True external,-,1.58627278788277,12,0,10.48685619,14.38266095,2.120952177,2.0383,-,0.0933,Good
,380,2843702,True external,-,1.17075590014254,2,0,11.771102,24.32147932,2.468218208,2.6881,-,0.3037,Good
,381,2843919,True external,-,1.3293556962572,0,0,11.771102,24.32147932,2.468218208,2.5924,-,0.2979,Good
,382,2846891,True external,-,1.6139115298626,12,0,20.97371238,0,2.904483692,3.4322,-,0.1388,Good
,383,2853367,True external,-,1.30012583250834,12,0,10.48685619,14.38266095,2.619483335,2.5688,-,0.1129,Good
,384,2884190,True external,-,1.47435829697315,4,0.771355960096163,19.67162596,0,3.728322069,4.2679,-,0.3951,Moderate
,385,3015053,True external,-,1.08390545933022,5,0,0,14.38266095,0.997062316,1.7354,-,0.0866,Good
,386,3017480,True external,-,1.04352269192237,8,0,0,14.38266095,0.997062316,1.6738,-,0.1061,Good
,387,3018042,True external,-,1.12123451687316,6,0,0,14.38266095,0.997062316,1.6621,-,0.0813,Good
,388,3018101,True external,-,1.57988448917108,8,0,19.67162596,0,1.622421019,2.939,-,0.0987,Good
,389,3020173,True external,-,1.76838483076148,9,0,0,0,2.995576459,2.3355,-,0.1878,Good
,390,3020186,True external,-,1.0683188641203,17,0,0,21.57399143,1.495593475,1.3128,-,0.2293,Good
